Gene stable ID,RefSeq mRNA ID
FBgn0264872,
FBgn0266163,NM_001299025
FBgn0266163,NM_001299025
FBgn0266163,NM_001299025
FBgn0085376,NM_001382071
FBgn0085376,NM_001382071
FBgn0085376,NM_001382071
FBgn0085376,NM_001382073
FBgn0085376,NM_001382073
FBgn0085376,NM_001382073
FBgn0085376,NM_001382072
FBgn0085376,NM_001382072
FBgn0085376,NM_001382072
FBgn0085376,NM_001382074
FBgn0085376,NM_001382074
FBgn0085376,NM_001382074
FBgn0028577,NM_080384
FBgn0028577,NM_080384
FBgn0028577,NM_080384
FBgn0028577,NM_001169846
FBgn0028577,NM_001169846
FBgn0028577,NM_001169846
FBgn0028577,NM_167880
FBgn0028577,NM_167880
FBgn0028577,NM_167880
FBgn0028577,NM_001169849
FBgn0028577,NM_001169849
FBgn0028577,NM_001169849
FBgn0028577,NM_001169845
FBgn0028577,NM_001169845
FBgn0028577,NM_001169845
FBgn0028577,NM_167881
FBgn0028577,NM_167881
FBgn0028577,NM_167881
FBgn0028577,NM_001169847
FBgn0028577,NM_001169847
FBgn0028577,NM_001169847
FBgn0028577,NM_001169848
FBgn0028577,NM_001169848
FBgn0028577,NM_001169848
FBgn0028577,NM_001169844
FBgn0028577,NM_001169844
FBgn0028577,NM_001169844
FBgn0028577,NM_167882
FBgn0028577,NM_167882
FBgn0028577,NM_167882
FBti0062749,
FBti0062749,
FBti0062749,
FBgn0031051,NM_001298524
FBgn0031051,NM_001298524
FBgn0031051,NM_001298524
FBgn0031051,NM_134495
FBgn0031051,NM_134495
FBgn0031051,NM_134495
FBgn0033918,NM_137101
FBgn0033918,NM_137101
FBgn0033918,NM_137101
FBgn0265810,
FBgn0265810,
FBgn0265810,
FBgn0086670,
FBgn0086670,
FBgn0086670,
FBti0063867,
FBti0063867,
FBti0063867,
FBgn0086602,
FBgn0086602,
FBgn0086602,
FBgn0010288,NM_001272986
FBgn0010288,NM_001272986
FBgn0010288,NM_001272986
FBgn0010288,NM_001201752
FBgn0010288,NM_001201752
FBgn0010288,NM_001201752
FBgn0010288,NM_057592
FBgn0010288,NM_057592
FBgn0010288,NM_057592
FBti0061591,
FBti0061591,
FBti0061591,
FBgn0010333,NM_057602
FBgn0010333,NM_057602
FBgn0010333,NM_057602
FBgn0010333,NM_001274318
FBgn0010333,NM_001274318
FBgn0010333,NM_001274318
FBti0215252,
FBgn0032031,NM_135374
FBgn0032031,NM_135374
FBgn0032031,NM_135374
FBgn0053858,NM_001032203
FBgn0053858,NM_001032203
FBgn0053858,NM_001032203
FBgn0032171,NM_135489
FBgn0032171,NM_135489
FBgn0032171,NM_135489
FBgn0032171,NM_001316389
FBgn0032171,NM_001316389
FBgn0032171,NM_001316389
FBgn0250788,NM_078664
FBgn0250788,NM_078664
FBgn0250788,NM_078664
FBgn0250788,NM_001272731
FBgn0250788,NM_001272731
FBgn0250788,NM_001272731
FBgn0250788,NM_001272732
FBgn0250788,NM_001272732
FBgn0250788,NM_001272732
FBgn0261387,NM_001042997
FBgn0261387,NM_001042997
FBgn0261387,NM_001042997
FBgn0261387,NM_001042998
FBgn0261387,NM_001042998
FBgn0261387,NM_001042998
FBgn0035318,NM_167938
FBgn0035318,NM_167938
FBgn0035318,NM_167938
FBgn0035318,NM_139444
FBgn0035318,NM_139444
FBgn0035318,NM_139444
FBgn0036544,NM_140557
FBgn0036544,NM_140557
FBgn0036544,NM_140557
FBgn0036544,NM_001274972
FBgn0036544,NM_001274972
FBgn0036544,NM_001274972
FBgn0036544,NM_001274973
FBgn0036544,NM_001274973
FBgn0036544,NM_001274973
FBgn0032677,NM_136032
FBgn0032677,NM_136032
FBgn0032677,NM_136032
FBgn0032677,NM_001299108
FBgn0032677,NM_001299108
FBgn0032677,NM_001299108
FBgn0030348,NM_001272539
FBgn0030348,NM_001272539
FBgn0030348,NM_001272539
FBgn0034966,NM_001103973
FBgn0034966,NM_001103973
FBgn0034966,NM_001103973
FBgn0266437,NM_001347774
FBgn0266437,NM_001347774
FBgn0266437,NM_001347774
FBgn0034144,NM_137298
FBgn0034144,NM_137298
FBgn0034144,NM_137298
FBgn0263983,NM_001275792
FBgn0263983,NM_001275792
FBgn0263983,NM_001275792
FBgn0263983,NM_001316581
FBgn0263983,NM_001316581
FBgn0263983,NM_001316581
FBgn0014163,NM_001275016
FBgn0014163,NM_001275016
FBgn0014163,NM_001275016
FBgn0014163,NM_079382
FBgn0014163,NM_079382
FBgn0014163,NM_079382
FBgn0014163,NM_001014586
FBgn0014163,NM_001014586
FBgn0014163,NM_001014586
FBgn0014163,NM_001014587
FBgn0014163,NM_001014587
FBgn0014163,NM_001014587
FBgn0014163,NM_001275017
FBgn0014163,NM_001275017
FBgn0014163,NM_001275017
FBgn0014163,NM_176336
FBgn0014163,NM_176336
FBgn0014163,NM_176336
FBgn0266778,
FBgn0266778,
FBgn0266778,
FBgn0284421,NM_168856
FBgn0284421,NM_168856
FBgn0284421,NM_168856
FBgn0284421,NM_001275181
FBgn0284421,NM_001275181
FBgn0284421,NM_001275181
FBgn0284421,NM_001144516
FBgn0284421,NM_001144516
FBgn0284421,NM_001144516
FBgn0284421,NM_079460
FBgn0284421,NM_079460
FBgn0284421,NM_079460
FBgn0284421,NM_001275182
FBgn0284421,NM_001275182
FBgn0284421,NM_001275182
FBgn0035059,NM_138119
FBgn0035059,NM_138119
FBgn0035059,NM_138119
FBgn0030594,NM_001298325
FBgn0030594,NM_001298325
FBgn0030594,NM_001298325
FBgn0030594,NM_132755
FBgn0030594,NM_132755
FBgn0030594,NM_132755
FBgn0051157,NM_001104299
FBgn0051157,NM_001104299
FBgn0051157,NM_001104299
FBgn0051157,NM_001275597
FBgn0051157,NM_001275597
FBgn0051157,NM_001275597
FBti0062271,
FBti0062271,
FBti0062271,
FBti0062008,
FBti0062008,
FBti0062008,
FBgn0283741,NM_001272214
FBgn0283741,NM_001272214
FBgn0283741,NM_001272214
FBgn0283741,NM_166906
FBgn0283741,NM_166906
FBgn0283741,NM_166906
FBgn0283741,NM_001258550
FBgn0283741,NM_001258550
FBgn0283741,NM_001258550
FBgn0283741,NM_001258549
FBgn0283741,NM_001258549
FBgn0283741,NM_001258549
FBgn0283741,NM_001201600
FBgn0283741,NM_001201600
FBgn0283741,NM_001201600
FBgn0283741,NM_130589
FBgn0283741,NM_130589
FBgn0283741,NM_130589
FBgn0283741,NM_166908
FBgn0283741,NM_166908
FBgn0283741,NM_166908
FBgn0283741,NM_001258551
FBgn0283741,NM_001258551
FBgn0283741,NM_001258551
FBgn0283741,NM_001201599
FBgn0283741,NM_001201599
FBgn0283741,NM_001201599
FBgn0283741,NM_001258552
FBgn0283741,NM_001258552
FBgn0283741,NM_001258552
FBgn0283741,NM_166907
FBgn0283741,NM_166907
FBgn0283741,NM_166907
FBgn0037513,NM_141475
FBgn0037513,NM_141475
FBgn0037513,NM_141475
FBti0063032,
FBti0063032,
FBti0063032,
FBgn0005617,NM_001299125
FBgn0005617,NM_001299125
FBgn0005617,NM_001299125
FBgn0005617,NM_057548
FBgn0005617,NM_057548
FBgn0005617,NM_057548
FBgn0032251,NM_135561
FBgn0032251,NM_135561
FBgn0032251,NM_135561
FBgn0032251,NM_001169467
FBgn0032251,NM_001169467
FBgn0032251,NM_001169467
FBgn0053346,NM_206578
FBgn0053346,NM_206578
FBgn0053346,NM_206578
FBgn0262610,NM_001258609
FBgn0262610,NM_001258609
FBgn0262610,NM_001258609
FBgn0038474,NM_079658
FBgn0038474,NM_079658
FBgn0038474,NM_079658
FBgn0037469,NM_141435
FBgn0037469,NM_141435
FBgn0037469,NM_141435
FBgn0025457,NM_001300658
FBgn0025457,NM_001300658
FBgn0025457,NM_001300658
FBgn0025457,NM_058033
FBgn0025457,NM_058033
FBgn0025457,NM_058033
FBti0019190,
FBti0019190,
FBti0019190,
FBti0060041,
FBti0060041,
FBti0060041,
FBgn0039562,NM_143344
FBgn0039562,NM_143344
FBgn0039562,NM_143344
FBgn0003499,NM_001275764
FBgn0003499,NM_001275764
FBgn0003499,NM_001275764
FBgn0003499,NM_079671
FBgn0003499,NM_079671
FBgn0003499,NM_079671
FBgn0003499,NM_001300455
FBgn0003499,NM_001300455
FBgn0003499,NM_001300455
FBgn0003499,NM_001170172
FBgn0003499,NM_001170172
FBgn0003499,NM_001170172
FBgn0003499,NM_169786
FBgn0003499,NM_169786
FBgn0003499,NM_169786
FBgn0031939,NM_164766
FBgn0031939,NM_164766
FBgn0031939,NM_164766
FBgn0031939,NM_164767
FBgn0031939,NM_164767
FBgn0031939,NM_164767
FBgn0031939,NM_001144335
FBgn0031939,NM_001144335
FBgn0031939,NM_001144335
FBgn0031939,NM_135296
FBgn0031939,NM_135296
FBgn0031939,NM_135296
FBgn0035769,NM_139852
FBgn0035769,NM_139852
FBgn0035769,NM_139852
FBgn0259735,NM_135957
FBgn0259735,NM_135957
FBgn0259735,NM_135957
FBgn0259735,NM_165168
FBgn0259735,NM_165168
FBgn0259735,NM_165168
FBgn0259735,NM_001273575
FBgn0259735,NM_001273575
FBgn0259735,NM_001273575
FBgn0259735,NM_001144357
FBgn0259735,NM_001144357
FBgn0259735,NM_001144357
FBgn0034368,NM_001299650
FBgn0034368,NM_001299650
FBgn0034368,NM_001299650
FBgn0034368,NM_137509
FBgn0034368,NM_137509
FBgn0034368,NM_137509
FBgn0034368,NM_001299652
FBgn0034368,NM_001299652
FBgn0034368,NM_001299652
FBgn0034368,NM_001299651
FBgn0034368,NM_001299651
FBgn0034368,NM_001299651
FBti0061266,
FBti0061266,
FBti0061266,
FBgn0034683,NM_137786
FBgn0034683,NM_137786
FBgn0034683,NM_137786
FBti0060776,
FBti0060776,
FBti0060776,
FBgn0023542,NM_057984
FBgn0023542,NM_057984
FBgn0023542,NM_057984
FBgn0031119,NM_134553
FBgn0031119,NM_134553
FBgn0031119,NM_134553
FBgn0042132,NM_167682
FBgn0042132,NM_167682
FBgn0042132,NM_167682
FBgn0042132,NM_001272801
FBgn0042132,NM_001272801
FBgn0042132,NM_001272801
FBgn0042132,NM_144412
FBgn0042132,NM_144412
FBgn0042132,NM_144412
FBgn0042132,NM_167681
FBgn0042132,NM_167681
FBgn0042132,NM_167681
FBgn0038631,NM_142476
FBgn0038631,NM_142476
FBgn0038631,NM_142476
FBti0064313,
FBti0064313,
FBti0064313,
FBti0060498,
FBti0060498,
FBti0060498,
FBti0059679,
FBti0059679,
FBti0059679,
FBgn0012002,
FBgn0012002,
FBgn0012002,
FBti0064288,
FBti0064288,
FBti0064288,
FBti0020183,
FBti0020183,
FBti0020183,
FBgn0036809,NM_140798
FBgn0036809,NM_140798
FBgn0036809,NM_140798
FBgn0037411,NM_141365
FBgn0037411,NM_141365
FBgn0037411,NM_141365
FBgn0037411,NM_001275375
FBgn0037411,NM_001275375
FBgn0037411,NM_001275375
FBti0063549,
FBti0063549,
FBti0063549,
FBgn0028949,NM_001299030
FBgn0028949,NM_001299030
FBgn0028949,NM_001299030
FBgn0028949,NM_135913
FBgn0028949,NM_135913
FBgn0028949,NM_135913
FBgn0020617,NM_166413
FBgn0020617,NM_166413
FBgn0020617,NM_166413
FBgn0022343,NM_001299932
FBgn0022343,NM_001299932
FBgn0022343,NM_001299932
FBgn0022343,NM_138137
FBgn0022343,NM_138137
FBgn0022343,NM_138137
FBgn0022343,NM_001259584
FBgn0022343,NM_001259584
FBgn0022343,NM_001259584
FBgn0022343,NM_166700
FBgn0022343,NM_166700
FBgn0022343,NM_166700
FBgn0039203,NM_143008
FBgn0039203,NM_143008
FBgn0039203,NM_143008
FBgn0288746,
FBgn0288746,
FBgn0288746,
FBti0060124,
FBti0060124,
FBti0060124,
FBgn0036487,NM_140499
FBgn0036487,NM_140499
FBgn0036487,NM_140499
FBgn0030466,NM_132642
FBgn0030466,NM_132642
FBgn0030466,NM_132642
FBgn0053087,NM_176104
FBgn0053087,NM_176104
FBgn0053087,NM_176104
FBgn0053087,NM_001273871
FBgn0053087,NM_001273871
FBgn0053087,NM_001273871
FBti0063590,
FBti0063590,
FBti0063590,
FBti0061596,
FBti0061596,
FBti0061596,
FBgn0032522,NM_135809
FBgn0032522,NM_135809
FBgn0032522,NM_135809
FBgn0014020,NM_206127
FBgn0014020,NM_206127
FBgn0014020,NM_206127
FBgn0014020,NM_134308
FBgn0014020,NM_134308
FBgn0014020,NM_134308
FBgn0014020,NM_166139
FBgn0014020,NM_166139
FBgn0014020,NM_166139
FBgn0014020,NM_057750
FBgn0014020,NM_057750
FBgn0014020,NM_057750
FBgn0014020,NM_206128
FBgn0014020,NM_206128
FBgn0014020,NM_206128
FBgn0014020,NM_134309
FBgn0014020,NM_134309
FBgn0014020,NM_134309
FBgn0034990,NM_138053
FBgn0034990,NM_138053
FBgn0034990,NM_138053
FBgn0034990,NM_001169819
FBgn0034990,NM_001169819
FBgn0034990,NM_001169819
FBgn0034990,NM_001299903
FBgn0034990,NM_001299903
FBgn0034990,NM_001299903
FBgn0034990,NM_001014548
FBgn0034990,NM_001014548
FBgn0034990,NM_001014548
FBgn0035011,NM_138074
FBgn0035011,NM_138074
FBgn0035011,NM_138074
FBti0061298,
FBti0061298,
FBti0061298,
FBgn0038582,NM_142434
FBgn0038582,NM_142434
FBgn0038582,NM_142434
FBti0061713,
FBti0061713,
FBti0061713,
FBti0063352,
FBti0063352,
FBti0063352,
FBgn0037460,NM_141414
FBgn0037460,NM_141414
FBgn0037460,NM_141414
FBgn0039059,NM_142872
FBgn0039059,NM_142872
FBgn0039059,NM_142872
FBgn0039108,NM_142918
FBgn0039108,NM_142918
FBgn0039108,NM_142918
FBgn0043457,NM_001144615
FBgn0043457,NM_001144615
FBgn0043457,NM_001144615
FBgn0043457,NM_142635
FBgn0043457,NM_142635
FBgn0043457,NM_142635
FBgn0285994,
FBgn0285994,
FBgn0285994,
FBgn0259795,NM_001103868
FBgn0259795,NM_001103868
FBgn0259795,NM_001103868
FBgn0259795,NM_137290
FBgn0259795,NM_137290
FBgn0259795,NM_137290
FBgn0267096,
FBgn0267096,
FBgn0267096,
FBgn0266942,
FBgn0266942,
FBgn0266942,
FBgn0053200,NM_001259530
FBgn0053200,NM_001259530
FBgn0053200,NM_001259530
FBgn0053200,NM_176245
FBgn0053200,NM_176245
FBgn0053200,NM_176245
FBgn0053200,NM_001299791
FBgn0053200,NM_001299791
FBgn0053200,NM_001299791
FBgn0267122,
FBgn0267122,
FBgn0267122,
FBti0062838,
FBti0062838,
FBti0062838,
FBgn0004362,NM_166480
FBgn0004362,NM_166480
FBgn0004362,NM_166480
FBgn0004362,NM_001169773
FBgn0004362,NM_001169773
FBgn0004362,NM_001169773
FBgn0004362,NM_166479
FBgn0004362,NM_166479
FBgn0004362,NM_166479
FBgn0004362,NM_001299767
FBgn0004362,NM_001299767
FBgn0004362,NM_001299767
FBgn0037882,NM_141799
FBgn0037882,NM_141799
FBgn0037882,NM_141799
FBgn0027841,NM_058105
FBgn0027841,NM_058105
FBgn0027841,NM_058105
FBgn0039723,NM_001276162
FBgn0039723,NM_001276162
FBgn0039723,NM_001276162
FBgn0039723,NM_143492
FBgn0039723,NM_143492
FBgn0039723,NM_143492
FBti0062429,
FBti0062429,
FBti0062429,
FBgn0031344,NM_001272942
FBgn0031344,NM_001272942
FBgn0031344,NM_001272942
FBgn0031344,NM_134758
FBgn0031344,NM_134758
FBgn0031344,NM_134758
FBgn0050334,NM_001259352
FBgn0050334,NM_001259352
FBgn0050334,NM_001259352
FBgn0050334,NM_165903
FBgn0050334,NM_165903
FBgn0050334,NM_165903
FBgn0266860,
FBgn0266860,
FBgn0266860,
FBti0060629,
FBti0060629,
FBti0060629,
FBgn0050172,NM_166649
FBgn0050172,NM_166649
FBgn0050172,NM_166649
FBgn0050172,NM_001299882
FBgn0050172,NM_001299882
FBgn0050172,NM_001299882
FBgn0086472,NM_169376
FBgn0086472,NM_169376
FBgn0086472,NM_169376
FBgn0086472,NM_079591
FBgn0086472,NM_079591
FBgn0086472,NM_079591
FBgn0039251,NM_001276012
FBgn0039251,NM_001276012
FBgn0039251,NM_001276012
FBgn0039251,NM_143056
FBgn0039251,NM_143056
FBgn0039251,NM_143056
FBgn0041234,NM_176252
FBgn0041234,NM_176252
FBgn0041234,NM_176252
FBgn0262457,
FBgn0262457,
FBgn0262457,
FBgn0027079,NM_080099
FBgn0027079,NM_080099
FBgn0027079,NM_080099
FBgn0027079,NM_001274017
FBgn0027079,NM_001274017
FBgn0027079,NM_001274017
FBgn0027079,NM_165970
FBgn0027079,NM_165970
FBgn0027079,NM_165970
FBgn0029791,NM_001169207
FBgn0029791,NM_001169207
FBgn0029791,NM_001169207
FBgn0029791,NM_132019
FBgn0029791,NM_132019
FBgn0029791,NM_132019
FBgn0053970,NM_001038981
FBgn0053970,NM_001038981
FBgn0053970,NM_001038981
FBgn0053970,NM_001038982
FBgn0053970,NM_001038982
FBgn0053970,NM_001038982
FBgn0053970,NM_001300613
FBgn0053970,NM_001300613
FBgn0053970,NM_001300613
FBgn0265817,
FBgn0265817,
FBgn0265817,
FBgn0267453,
FBgn0267453,
FBgn0267453,
FBgn0054043,NM_001038804
FBgn0054043,NM_001038804
FBgn0054043,NM_001038804
FBgn0036372,NM_140400
FBgn0036372,NM_140400
FBgn0036372,NM_140400
FBgn0263132,NM_001258672
FBgn0263132,NM_001258672
FBgn0263132,NM_001258672
FBgn0263132,NM_132370
FBgn0263132,NM_132370
FBgn0263132,NM_132370
FBgn0263132,NM_001258671
FBgn0263132,NM_001258671
FBgn0263132,NM_001258671
FBgn0263132,NM_001258669
FBgn0263132,NM_001258669
FBgn0263132,NM_001258669
FBgn0263132,NM_001258670
FBgn0263132,NM_001258670
FBgn0263132,NM_001258670
FBgn0263132,NM_001258673
FBgn0263132,NM_001258673
FBgn0263132,NM_001258673
FBgn0263132,NM_001103464
FBgn0263132,NM_001103464
FBgn0263132,NM_001103464
FBgn0032110,NM_135437
FBgn0032110,NM_135437
FBgn0032110,NM_135437
FBgn0032110,NM_205941
FBgn0032110,NM_205941
FBgn0032110,NM_205941
FBti0019356,
FBti0019356,
FBti0019356,
FBgn0063375,
FBgn0063375,
FBgn0063375,
FBgn0259977,NM_136382
FBgn0259977,NM_136382
FBgn0259977,NM_136382
FBti0059978,
FBti0059978,
FBti0059978,
FBgn0038523,NM_169764
FBgn0038523,NM_169764
FBgn0038523,NM_169764
FBgn0034802,NM_001202063
FBgn0034802,NM_001202063
FBgn0034802,NM_001202063
FBgn0034802,NM_137895
FBgn0034802,NM_137895
FBgn0034802,NM_137895
FBgn0052557,NM_133021
FBgn0052557,NM_133021
FBgn0052557,NM_133021
FBgn0031476,NM_134883
FBgn0031476,NM_134883
FBgn0031476,NM_134883
FBgn0085224,NM_001103890
FBgn0085224,NM_001103890
FBgn0085224,NM_001103890
FBgn0028480,NM_132394
FBgn0028480,NM_132394
FBgn0028480,NM_132394
FBgn0028480,NM_001369989
FBgn0028480,NM_001369989
FBgn0028480,NM_001369989
FBti0060684,
FBti0060684,
FBti0060684,
FBti0062171,
FBti0062171,
FBti0062171,
FBgn0051603,
FBgn0051603,
FBgn0051603,
FBgn0029880,NM_132102
FBgn0029880,NM_132102
FBgn0029880,NM_132102
FBgn0028415,NM_143723
FBgn0028415,NM_143723
FBgn0028415,NM_143723
FBti0019741,
FBti0019741,
FBti0019741,
FBgn0034474,NM_206181
FBgn0034474,NM_206181
FBgn0034474,NM_206181
FBgn0034474,NM_137603
FBgn0034474,NM_137603
FBgn0034474,NM_137603
FBgn0267901,
FBgn0034425,NM_137558
FBgn0034425,NM_137558
FBgn0034425,NM_137558
FBgn0085291,
FBgn0085291,
FBgn0085291,
FBgn0261597,NM_001273608
FBgn0261597,NM_001273608
FBgn0261597,NM_001273608
FBgn0261597,NM_165252
FBgn0261597,NM_165252
FBgn0261597,NM_165252
FBgn0261597,NM_078871
FBgn0261597,NM_078871
FBgn0261597,NM_078871
FBgn0261597,NM_001299113
FBgn0261597,NM_001299113
FBgn0261597,NM_001299113
FBgn0261597,NM_165253
FBgn0261597,NM_165253
FBgn0261597,NM_165253
FBgn0263750,NM_001300319
FBgn0263750,NM_001300319
FBgn0263750,NM_001300319
FBgn0263750,NM_001031988
FBgn0263750,NM_001031988
FBgn0263750,NM_001031988
FBgn0263750,NM_001031989
FBgn0263750,NM_001031989
FBgn0263750,NM_001031989
FBti0215364,
FBti0215364,
FBti0215364,
FBgn0262389,
FBgn0262389,
FBgn0262389,
FBtr0472812_df_nrg,
FBtr0472812_df_nrg,
FBtr0472812_df_nrg,
FBgn0032414,NM_135708
FBgn0032414,NM_135708
FBgn0032414,NM_135708
FBti0060157,
FBti0060157,
FBti0060157,
FBgn0266569,NM_001258530
FBgn0266569,NM_001258530
FBgn0266569,NM_001258530
FBgn0266569,NM_001042791
FBgn0266569,NM_001042791
FBgn0266569,NM_001042791
FBgn0265857,
FBgn0265857,
FBgn0265857,
FBgn0031504,NM_134905
FBgn0031504,NM_134905
FBgn0031504,NM_134905
FBgn0036286,NM_001300119
FBgn0036286,NM_001300119
FBgn0036286,NM_001300119
FBgn0036286,NM_001259805
FBgn0036286,NM_001259805
FBgn0036286,NM_001259805
FBgn0036286,NM_140319
FBgn0036286,NM_140319
FBgn0036286,NM_140319
FBti0059703,
FBti0059703,
FBti0059703,
FBgn0032486,NM_135773
FBgn0032486,NM_135773
FBgn0032486,NM_135773
FBgn0036294,NM_140326
FBgn0036294,NM_140326
FBgn0036294,NM_140326
FBgn0036294,NM_001274838
FBgn0036294,NM_001274838
FBgn0036294,NM_001274838
FBti0063622,
FBti0063622,
FBti0063622,
FBgn0000536,NM_078640
FBgn0000536,NM_078640
FBgn0000536,NM_078640
FBgn0000536,NM_001258778
FBgn0000536,NM_001258778
FBgn0000536,NM_001258778
FBgn0000536,NM_176741
FBgn0000536,NM_176741
FBgn0000536,NM_176741
FBgn0000536,NM_001298390
FBgn0000536,NM_001298390
FBgn0000536,NM_001298390
FBgn0000536,NM_167491
FBgn0000536,NM_167491
FBgn0000536,NM_167491
FBgn0000536,NM_167489
FBgn0000536,NM_167489
FBgn0000536,NM_167489
FBgn0000536,NM_001258777
FBgn0000536,NM_001258777
FBgn0000536,NM_001258777
FBgn0000536,NM_167490
FBgn0000536,NM_167490
FBgn0000536,NM_167490
FBgn0039743,NM_143511
FBgn0039743,NM_143511
FBgn0039743,NM_143511
FBgn0039743,NM_001276170
FBgn0039743,NM_001276170
FBgn0039743,NM_001276170
FBgn0265872,
FBgn0265872,
FBgn0265872,
FBgn0267366,NM_143335
FBgn0267366,NM_143335
FBgn0267366,NM_143335
FBti0059889,
FBti0059889,
FBti0059889,
FBgn0042185,NM_206282
FBgn0042185,NM_206282
FBgn0042185,NM_206282
FBgn0042185,NM_168169
FBgn0042185,NM_168169
FBgn0042185,NM_168169
FBgn0042185,NM_144449
FBgn0042185,NM_144449
FBgn0042185,NM_144449
FBgn0042185,NM_168170
FBgn0042185,NM_168170
FBgn0042185,NM_168170
FBgn0042185,NM_206280
FBgn0042185,NM_206280
FBgn0042185,NM_206280
FBgn0042185,NM_206281
FBgn0042185,NM_206281
FBgn0042185,NM_206281
FBgn0042185,NM_001259718
FBgn0042185,NM_001259718
FBgn0042185,NM_001259718
FBgn0042185,NM_001300025
FBgn0042185,NM_001300025
FBgn0042185,NM_001300025
FBgn0028894,NM_135943
FBgn0028894,NM_135943
FBgn0028894,NM_135943
FBgn0266009,
FBgn0266009,
FBgn0266009,
FBgn0263328,
FBgn0263328,
FBgn0263328,
FBgn0033274,NM_136519
FBgn0033274,NM_136519
FBgn0033274,NM_136519
FBgn0286980,NM_001382155
FBgn0286980,NM_001382155
FBgn0286980,NM_001382155
FBgn0286980,NM_001169943
FBgn0286980,NM_001169943
FBgn0286980,NM_001169943
FBgn0267555,
FBgn0267555,
FBgn0267555,
FBgn0267555,
FBgn0267555,
FBgn0267555,
FBgn0027259,NM_132501
FBgn0027259,NM_132501
FBgn0027259,NM_132501
FBgn0027259,NM_001316625
FBgn0027259,NM_001316625
FBgn0027259,NM_001316625
FBgn0004832,NM_057518
FBgn0004832,NM_057518
FBgn0004832,NM_057518
FBgn0015400,NM_078827
FBgn0015400,NM_078827
FBgn0015400,NM_078827
FBgn0033605,NM_136818
FBgn0033605,NM_136818
FBgn0033605,NM_136818
FBgn0264845,
FBgn0264845,
FBgn0264845,
FBti0060103,
FBti0060103,
FBti0060103,
FBgn0034076,NM_137241
FBgn0034076,NM_137241
FBgn0034076,NM_137241
FBti0060140,
FBti0060140,
FBti0060140,
FBgn0029153,NM_001032254
FBgn0029153,NM_001032254
FBgn0029153,NM_001032254
FBgn0029153,NM_001169696
FBgn0029153,NM_001169696
FBgn0029153,NM_001169696
FBgn0029153,NM_001032253
FBgn0029153,NM_001032253
FBgn0029153,NM_001032253
FBtr0472748_df_nrg,
FBtr0472748_df_nrg,
FBtr0472748_df_nrg,
FBgn0028379,NM_079918
FBgn0028379,NM_079918
FBgn0028379,NM_079918
FBgn0042137,NM_144416
FBgn0042137,NM_144416
FBgn0042137,NM_144416
FBgn0015351,NM_142316
FBgn0015351,NM_142316
FBgn0015351,NM_142316
FBgn0051423,NM_169995
FBgn0051423,NM_169995
FBgn0051423,NM_169995
FBgn0032987,NM_001273760
FBgn0032987,NM_001273760
FBgn0032987,NM_001273760
FBgn0032987,NM_136300
FBgn0032987,NM_136300
FBgn0032987,NM_136300
FBgn0032987,NM_001299204
FBgn0032987,NM_001299204
FBgn0032987,NM_001299204
FBgn0001323,NM_001316439
FBgn0001323,NM_001316439
FBgn0001323,NM_001316439
FBgn0001323,NM_176374
FBgn0001323,NM_176374
FBgn0001323,NM_176374
FBgn0035430,NM_139542
FBgn0035430,NM_139542
FBgn0035430,NM_139542
FBgn0035430,NM_001259669
FBgn0035430,NM_001259669
FBgn0035430,NM_001259669
FBgn0035850,NM_001274637
FBgn0035850,NM_001274637
FBgn0035850,NM_001274637
FBgn0035850,NM_001300048
FBgn0035850,NM_001300048
FBgn0035850,NM_001300048
FBgn0035850,NM_001274636
FBgn0035850,NM_001274636
FBgn0035850,NM_001274636
FBgn0035850,NM_001274635
FBgn0035850,NM_001274635
FBgn0035850,NM_001274635
FBgn0035850,NM_168259
FBgn0035850,NM_168259
FBgn0035850,NM_168259
FBgn0035850,NM_206301
FBgn0035850,NM_206301
FBgn0035850,NM_206301
FBgn0035850,NM_139927
FBgn0035850,NM_139927
FBgn0035850,NM_139927
FBti0215242,
FBti0062640,
FBti0062640,
FBti0062640,
FBti0063766,
FBti0063766,
FBti0063766,
FBgn0032632,NM_135989
FBgn0032632,NM_135989
FBgn0032632,NM_135989
FBgn0032632,NM_001299080
FBgn0032632,NM_001299080
FBgn0032632,NM_001299080
FBti0061200,
FBti0061200,
FBti0061200,
FBgn0039188,NM_142993
FBgn0039188,NM_142993
FBgn0039188,NM_142993
FBgn0051465,NM_001275887
FBgn0051465,NM_001275887
FBgn0051465,NM_001275887
FBgn0051465,NM_169985
FBgn0051465,NM_169985
FBgn0051465,NM_169985
FBgn0051465,NM_001275886
FBgn0051465,NM_001275886
FBgn0051465,NM_001275886
FBgn0010296,NM_057596
FBgn0010296,NM_057596
FBgn0010296,NM_057596
FBgn0025639,NM_130497
FBgn0025639,NM_130497
FBgn0025639,NM_130497
FBgn0025639,NM_001258524
FBgn0025639,NM_001258524
FBgn0025639,NM_001258524
FBgn0015513,NM_001260338
FBgn0015513,NM_001260338
FBgn0015513,NM_001260338
FBgn0015513,NM_057796
FBgn0015513,NM_057796
FBgn0015513,NM_057796
FBti0063487,
FBti0063487,
FBti0063487,
FBgn0037087,NM_001275232
FBgn0037087,NM_001275232
FBgn0037087,NM_001275232
FBgn0037087,NM_141061
FBgn0037087,NM_141061
FBgn0037087,NM_141061
