Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Transcription start site (TSS)
ENSDARG00000104829	3	49074008	49079318	1	49074008
ENSDARG00000114189	ALT_CTG5_1_20	29623	30927	-1	30927
ENSDARG00000112447	ALT_CTG18_2_1	88059	96523	1	88059
ENSDARG00000108788	21	76739	86394	1	76739
ENSDARG00000105123	21	103194	115531	1	103194
ENSDARG00000035188	5	72172299	72178739	-1	72178739
ENSDARG00000098520	ALT_CTG6_1_14	537	9978	-1	9978
ENSDARG00000078457	ALT_CTG22_1_14	16571	17562	1	16571
ENSDARG00000113441	ALT_CTG22_1_2	197913	199061	1	197913
ENSDARG00000109294	21	4484558	4487752	-1	4487752
ENSDARG00000003684	6	21157195	21189295	-1	21189295
ENSDARG00000115617	ALT_CTG11_1_22	31051	34207	1	31051
ENSDARG00000102325	19	981321	1002959	-1	1002959
ENSDARG00000109744	ALT_CTG3_2_3	153705	166276	1	153705
ENSDARG00000115882	14	2095394	2097176	1	2095394
ENSDARG00000116315	ALT_CTG14_1_38	28265	30062	-1	30062
ENSDARG00000110455	ALT_CTG12_1_25	281312	307398	-1	307398
ENSDARG00000116295	ALT_CTG14_1_5	35422	36450	1	35422
ENSDARG00000113365	22	1384104	1397981	1	1384104
ENSDARG00000112121	ALT_CTG17_1_25	65776	85193	-1	85193
ENSDARG00000115083	ALT_CTG2_1_8	26401	90940	1	32904
ENSDARG00000115083	ALT_CTG2_1_8	26401	90940	1	26401
ENSDARG00000110989	4	31252911	31253074	1	31252911
ENSDARG00000097346	6	23107602	23117348	-1	23117348
ENSDARG00000097346	6	23107602	23117348	-1	23117348
ENSDARG00000111081	ALT_CTG15_1_16	317989	324339	1	317989
ENSDARG00000108339	9	24335163	24335279	-1	24335279
ENSDARG00000080372	11	7150547	7150640	1	7150547
ENSDARG00000113170	4	38242945	38243108	1	38242945
ENSDARG00000112693	1	51465468	51465582	1	51465468
ENSDARG00000109727	1	41269773	41269887	1	41269773
ENSDARG00000107631	7	62578520	62578635	1	62578520
ENSDARG00000111970	9	6430416	6430530	1	6430416
ENSDARG00000083583	5	14642152	14642269	1	14642152
ENSDARG00000109812	7	54990518	54990633	1	54990518
ENSDARG00000023062	23	45456490	45465320	1	45456490
ENSDARG00000111508	5	59746283	59746397	-1	59746397
ENSDARG00000102909	7	67476155	67476231	1	67476155
ENSDARG00000108714	14	27175726	27175841	-1	27175841
ENSDARG00000106269	8	29912634	29912750	1	29912634
ENSDARG00000111032	4	52591113	52591219	1	52591113
ENSDARG00000115551	4	52592164	52592270	1	52592164
ENSDARG00000109252	ALT_CTG3_1_29	9243	12811	-1	12811
ENSDARG00000114998	4	46481917	46482023	-1	46482023
ENSDARG00000116921	ALT_CTG21_1_3	275648	300688	-1	300688
ENSDARG00000114896	4	40918203	40918309	-1	40918309
ENSDARG00000083423	12	16960693	16960781	1	16960693
ENSDARG00000114215	13	13661130	13661227	1	13661130
ENSDARG00000111834	6	17054631	17054727	-1	17054727
ENSDARG00000110262	ALT_CTG11_1_20	254257	277938	1	254257
ENSDARG00000082599	2	2301358	2301434	-1	2301434
ENSDARG00000100098	7	56554001	56559717	-1	56559717
ENSDARG00000100273	1	3297484	3297570	-1	3297570
ENSDARG00000109688	7	72381111	72382122	-1	72382122
ENSDARG00000113430	ALT_CTG19_1_2	182090	191507	1	182090
ENSDARG00000112865	ALT_CTG23_1_16	192693	271545	-1	271545
ENSDARG00000109878	ALT_CTG14_1_2	160735	168458	-1	168458
ENSDARG00000110507	ALT_CTG14_1_6	190697	218818	-1	218818
ENSDARG00000110507	ALT_CTG14_1_6	190697	218818	-1	218818
ENSDARG00000113547	14	50034196	50059783	1	50034196
ENSDARG00000103517	25	30046223	30047477	-1	30047477
ENSDARG00000109567	19	5640504	5641825	1	5640504
ENSDARG00000028857	5	20030414	20093196	1	20030414
ENSDARG00000028857	5	20030414	20093196	1	20030414
ENSDARG00000028857	5	20030414	20093196	1	20030414
ENSDARG00000028857	5	20030414	20093196	1	20035284
ENSDARG00000113740	ALT_CTG12_1_27	201425	236174	-1	236174
ENSDARG00000113740	ALT_CTG12_1_27	201425	236174	-1	236174
ENSDARG00000038918	9	54417141	54419308	1	54417141
ENSDARG00000112552	ALT_CTG3_1_10	246784	288568	1	246784
ENSDARG00000112807	ALT_CTG10_2_7	186481	187461	1	186481
ENSDARG00000109290	ALT_CTG24_1_13	71001	73791	-1	73791
ENSDARG00000113729	ALT_CTG9_2_4	170686	184766	1	170686
ENSDARG00000113532	ALT_CTG5_1_12	198152	205737	1	198152
ENSDARG00000113532	ALT_CTG5_1_12	198152	205737	1	198206
ENSDARG00000113532	ALT_CTG5_1_12	198152	205737	1	200533
ENSDARG00000113532	ALT_CTG5_1_12	198152	205737	1	200728
ENSDARG00000109607	KN150102.1	29	5451	1	29
ENSDARG00000115159	ALT_CTG23_2_3	85741	102217	-1	102217
ENSDARG00000116323	ALT_CTG3_1_4	134017	134649	-1	134649
ENSDARG00000104393	5	54580962	54661956	1	54580962
ENSDARG00000104393	5	54580962	54661956	1	54585431
ENSDARG00000110495	ALT_CTG23_1_16	351245	362085	-1	362085
ENSDARG00000075288	7	17574435	17582403	-1	17582403
ENSDARG00000075288	7	17574435	17582403	-1	17582292
ENSDARG00000113927	ALT_CTG21_1_12	188538	195068	-1	195068
ENSDARG00000110332	ALT_CTG16_1_16	183624	197001	1	183624
ENSDARG00000111868	ALT_CTG12_1_13	77472	178927	-1	178927
ENSDARG00000101270	21	170038	179101	1	170038
ENSDARG00000100198	8	104114	121282	1	104114
ENSDARG00000104886	KN150562.1	227	18843	1	227
ENSDARG00000115280	ALT_CTG5_1_14	53536	61658	1	53536
ENSDARG00000100908	22	34784075	34818128	1	34784075
ENSDARG00000113650	ALT_CTG22_1_24	315681	321670	-1	321670
ENSDARG00000098122	3	7056679	7106678	-1	7106678
ENSDARG00000003971	25	32746014	32751982	-1	32751982
ENSDARG00000115230	ALT_CTG18_2_5	156250	164193	1	156250
ENSDARG00000111474	6	22043127	22064158	-1	22064158
ENSDARG00000110856	2	20763289	20788698	-1	20788698
ENSDARG00000114463	ALT_CTG2_1_10	23431	25064	1	23431
ENSDARG00000112945	ALT_CTG13_2_2	28906	30579	1	28906
ENSDARG00000112472	ALT_CTG21_1_10	309372	311378	1	309372
ENSDARG00000115556	ALT_CTG12_1_27	112320	126837	-1	126837
ENSDARG00000087805	6	30456788	30464567	1	30456788
ENSDARG00000111907	ALT_CTG11_1_22	158371	168844	1	158371
ENSDARG00000116985	ALT_CTG21_1_10	97263	109223	-1	109223
ENSDARG00000114087	ALT_CTG17_1_13	792	45740	-1	45740
ENSDARG00000056829	13	11767603	11800281	-1	11800281
ENSDARG00000110827	ALT_CTG8_1_21	159775	160970	1	159775
ENSDARG00000018820	4	10066840	10130349	1	10066840
ENSDARG00000115860	ALT_CTG5_2_9	409899	469586	-1	466629
ENSDARG00000115860	ALT_CTG5_2_9	409899	469586	-1	466741
ENSDARG00000115860	ALT_CTG5_2_9	409899	469586	-1	437571
ENSDARG00000115860	ALT_CTG5_2_9	409899	469586	-1	467563
ENSDARG00000115860	ALT_CTG5_2_9	409899	469586	-1	469586
ENSDARG00000112889	10	25272355	25283609	1	25272355
ENSDARG00000116814	22	2473222	2650505	1	2473222
ENSDARG00000116814	22	2473222	2650505	1	2492397
ENSDARG00000113892	ALT_CTG5_1_20	13389	26870	1	13389
ENSDARG00000102714	2	45330452	45331115	-1	45331115
ENSDARG00000036281	1	55215787	55238610	-1	55238610
ENSDARG00000111991	ALT_CTG14_1_5	85782	89735	1	85782
ENSDARG00000115377	3	47552353	47554777	1	47552353
ENSDARG00000110652	ALT_CTG18_1_45	132667	135777	-1	135777
ENSDARG00000115657	6	21227621	21394150	1	21227621
ENSDARG00000115779	ALT_CTG1_1_4	21619	55724	-1	55724
ENSDARG00000111339	9	23124252	23162384	1	23124252
ENSDARG00000115167	KZ116008.1	16081	16987	1	16081
ENSDARG00000010844	25	31099908	31118923	-1	31118923
ENSDARG00000010844	25	31099908	31118923	-1	31118923
ENSDARG00000115253	ALT_CTG18_2_2	76241	113458	1	76241
ENSDARG00000115253	ALT_CTG18_2_2	76241	113458	1	76241
ENSDARG00000111368	ALT_CTG11_1_14	53706	55343	1	53706
ENSDARG00000109669	ALT_CTG10_1_11	80060	93376	1	80060
ENSDARG00000103132	13	111212	113841	1	111212
ENSDARG00000004161	21	43987153	44037106	1	43987153
ENSDARG00000004161	21	43987153	44037106	1	44013487
ENSDARG00000111256	ALT_CTG10_2_2	9421	11570	-1	11570
ENSDARG00000104647	5	1180703	1203455	-1	1203455
ENSDARG00000114804	ALT_CTG7_1_35	216380	250758	1	216380
ENSDARG00000073848	1	45958904	46020725	1	45958904
ENSDARG00000073848	1	45958904	46020725	1	45969240
ENSDARG00000113494	ALT_CTG17_1_28	220849	225441	-1	225441
ENSDARG00000110223	ALT_CTG7_2_6	95270	117493	1	95270
ENSDARG00000112005	ALT_CTG5_1_49	242682	258197	1	242682
ENSDARG00000116032	ALT_CTG14_1_40	180928	194331	1	180928
ENSDARG00000075564	1	50694971	50710468	-1	50710468
ENSDARG00000111355	ALT_CTG12_1_7	886910	889092	-1	889092
ENSDARG00000114687	ALT_CTG13_1_26	321819	322826	1	321819
ENSDARG00000112516	ALT_CTG16_1_18	66730	72765	-1	72765
ENSDARG00000114540	5	28497956	28502831	1	28497956
ENSDARG00000103927	23	6649071	6660985	-1	6660985
ENSDARG00000113338	ALT_CTG23_2_4	205619	207186	1	205619
ENSDARG00000087631	7	17551908	17553520	1	17551908
ENSDARG00000034801	9	4024250	4075620	-1	4075620
ENSDARG00000111384	ALT_CTG16_1_5	2387	29087	1	2387
ENSDARG00000088343	18	8845376	8857137	-1	8857137
ENSDARG00000114877	ALT_CTG13_1_19	108759	141360	-1	141360
ENSDARG00000116936	ALT_CTG6_2_4	283673	293057	1	283673
ENSDARG00000093818	5	35502290	35506630	1	35502290
ENSDARG00000115086	ALT_CTG5_1_21	15065	39409	-1	36894
ENSDARG00000115086	ALT_CTG5_1_21	15065	39409	-1	36794
ENSDARG00000115086	ALT_CTG5_1_21	15065	39409	-1	39409
ENSDARG00000114180	7	73850906	73851280	-1	73851280
ENSDARG00000111824	4	54095523	54109066	-1	54109066
ENSDARG00000111824	4	54095523	54109066	-1	54100377
ENSDARG00000111824	4	54095523	54109066	-1	54109066
ENSDARG00000111824	4	54095523	54109066	-1	54097768
ENSDARG00000111824	4	54095523	54109066	-1	54109066
ENSDARG00000112957	18	6860822	6862738	-1	6862738
ENSDARG00000112471	ALT_CTG5_3_3	177936	187503	-1	187503
ENSDARG00000115966	ALT_CTG17_1_17	9853	32190	-1	32184
ENSDARG00000115966	ALT_CTG17_1_17	9853	32190	-1	32184
ENSDARG00000115966	ALT_CTG17_1_17	9853	32190	-1	32190
ENSDARG00000101024	6	59944488	59951623	1	59944488
ENSDARG00000116243	ALT_CTG17_1_13	292016	303505	-1	303505
ENSDARG00000116243	ALT_CTG17_1_13	292016	303505	-1	303505
ENSDARG00000117009	ALT_CTG21_2_4	288176	306385	1	288176
ENSDARG00000028198	24	35522301	35534273	-1	35534273
ENSDARG00000112175	7	73854066	73854476	-1	73854476
ENSDARG00000100709	21	11139175	11175010	1	11139175
ENSDARG00000115428	22	76469	80533	-1	80533
ENSDARG00000116792	ALT_CTG16_1_8	416582	427032	1	416582
ENSDARG00000102803	10	44239844	44241119	-1	44241119
ENSDARG00000077211	15	5360407	5364508	1	5360407
ENSDARG00000114676	3	42918143	42968544	-1	42968544
ENSDARG00000114037	ALT_CTG9_1_11	318736	322401	-1	322401
ENSDARG00000111014	17	1496107	1510274	1	1496107
ENSDARG00000111014	17	1496107	1510274	1	1499238
ENSDARG00000112805	ALT_CTG24_1_8	317373	340552	-1	340552
ENSDARG00000116888	ALT_CTG25_1_11	196825	199262	-1	199262
ENSDARG00000114185	ALT_CTG5_2_8	192204	216630	-1	216630
ENSDARG00000113969	5	3118231	3128683	1	3118231
ENSDARG00000116501	ALT_CTG4_1_1	109658	110791	1	109658
ENSDARG00000116897	ALT_CTG13_1_17	96685	129818	1	96685
ENSDARG00000115027	ALT_CTG18_1_46	175217	185109	-1	185109
ENSDARG00000086691	13	50368668	50373021	1	50368668
ENSDARG00000114062	ALT_CTG8_1_5	196507	199814	1	196507
ENSDARG00000016649	11	41838036	41850086	1	41838036
ENSDARG00000016649	11	41838036	41850086	1	41838801
ENSDARG00000110659	ALT_CTG13_2_3	50617	81706	-1	81706
ENSDARG00000115690	3	1895523	1906976	-1	1906976
ENSDARG00000113962	ALT_CTG16_1_3	120658	131688	1	120658
ENSDARG00000114329	5	315183	417535	-1	417535
ENSDARG00000114329	5	315183	417535	-1	417495
ENSDARG00000114329	5	315183	417535	-1	323712
ENSDARG00000076679	3	62000822	62053314	1	62000822
ENSDARG00000105175	22	27703632	27709692	-1	27706576
ENSDARG00000105175	22	27703632	27709692	-1	27709692
ENSDARG00000106504	13	31694931	31695047	-1	31695047
ENSDARG00000114175	ALT_CTG23_1_27	20338	80488	-1	80488
ENSDARG00000114175	ALT_CTG23_1_27	20338	80488	-1	80488
ENSDARG00000082273	4	43140778	43140926	-1	43140926
ENSDARG00000082587	13	34426248	34426365	1	34426248
ENSDARG00000116531	16	34351945	34352061	-1	34352061
ENSDARG00000111047	ALT_CTG7_1_27	269781	293566	1	269986
ENSDARG00000111047	ALT_CTG7_1_27	269781	293566	1	269781
ENSDARG00000111047	ALT_CTG7_1_27	269781	293566	1	269781
ENSDARG00000116573	2	583451	583567	-1	583567
ENSDARG00000078416	6	840434	957906	-1	957906
ENSDARG00000078416	6	840434	957906	-1	894006
ENSDARG00000078416	6	840434	957906	-1	957830
ENSDARG00000114312	19	40958500	40958616	1	40958500
ENSDARG00000112217	23	42131509	42148683	1	42131509
ENSDARG00000114259	8	47275296	47275410	-1	47275410
ENSDARG00000115491	ALT_CTG9_1_3	623516	626005	1	623516
ENSDARG00000106236	3	29770142	29770258	-1	29770258
ENSDARG00000111356	15	27569081	27569195	1	27569081
ENSDARG00000076221	3	32105175	32106672	1	32105175
ENSDARG00000110889	ALT_CTG25_1_9	177415	323401	1	177415
ENSDARG00000110889	ALT_CTG25_1_9	177415	323401	1	179512
ENSDARG00000114921	23	9852896	9853010	-1	9853010
ENSDARG00000019810	19	18143593	18152942	-1	18152407
ENSDARG00000019810	19	18143593	18152942	-1	18152407
ENSDARG00000019810	19	18143593	18152942	-1	18152942
ENSDARG00000115177	5	1138670	1138785	1	1138670
ENSDARG00000082321	6	52304431	52304621	1	52304431
ENSDARG00000111581	ALT_CTG8_1_13	94000	228041	1	94000
ENSDARG00000110765	KN147652.2	158303	158409	1	158303
ENSDARG00000083424	2	26501768	26501900	1	26501768
ENSDARG00000112361	22	9793923	9795657	1	9793923
ENSDARG00000113958	4	45584825	45584931	1	45584825
ENSDARG00000105912	23	32139843	32139958	-1	32139958
ENSDARG00000107397	3	23382492	23382608	-1	23382608
ENSDARG00000115717	18	2222447	2226009	1	2222447
ENSDARG00000080774	2	14713394	14713538	1	14713394
ENSDARG00000116568	ALT_CTG3_1_19	192481	232743	-1	232743
ENSDARG00000116568	ALT_CTG3_1_19	192481	232743	-1	232743
ENSDARG00000102882	KN150212.1	4956	5070	-1	5070
ENSDARG00000108578	25	37144968	37145083	-1	37145083
ENSDARG00000013134	17	39873584	39886628	-1	39880725
ENSDARG00000013134	17	39873584	39886628	-1	39886628
ENSDARG00000115976	11	12247688	12247984	1	12247688
ENSDARG00000116688	ALT_CTG24_1_16	213982	305896	-1	305896
ENSDARG00000109534	ALT_CTG15_1_12	195705	212166	1	195705
ENSDARG00000111699	21	215751	217589	-1	217589
ENSDARG00000116845	ALT_CTG21_1_16	308793	317346	-1	317346
ENSDARG00000101089	1	960209	999556	-1	999556
ENSDARG00000101089	1	960209	999556	-1	999556
ENSDARG00000109857	ALT_CTG5_1_18	223586	227674	-1	227674
ENSDARG00000059349	18	1615	2758	1	1615
ENSDARG00000114591	ALT_CTG24_1_22	162050	183243	-1	183240
ENSDARG00000114591	ALT_CTG24_1_22	162050	183243	-1	183243
ENSDARG00000016227	8	44462599	44463985	-1	44463985
ENSDARG00000009170	7	66655729	66693712	-1	66693712
ENSDARG00000113287	ALT_CTG15_1_7	157630	179741	-1	179741
ENSDARG00000114218	ALT_CTG12_1_23	223765	272445	1	223780
ENSDARG00000114218	ALT_CTG12_1_23	223765	272445	1	223765
ENSDARG00000114218	ALT_CTG12_1_23	223765	272445	1	223780
ENSDARG00000116134	ALT_CTG14_1_39	174980	182077	1	174980
ENSDARG00000117073	ALT_CTG18_1_14	451558	492398	-1	492398
ENSDARG00000113614	KN150170.1	36770	44030	1	36770
ENSDARG00000111522	9	53637932	53646223	1	53637932
ENSDARG00000115898	24	12970119	13002993	-1	13002993
ENSDARG00000110265	20	45853154	45857670	1	45853154
ENSDARG00000112134	ALT_CTG14_1_32	151466	200051	-1	200051
ENSDARG00000079639	5	72023719	72058646	-1	72058646
ENSDARG00000116717	4	69223136	69230711	-1	69230711
ENSDARG00000112620	ALT_CTG14_1_5	224723	252571	1	224723
ENSDARG00000109940	3	2959343	2961987	1	2959343
ENSDARG00000075113	24	12835935	12842103	1	12835935
ENSDARG00000111441	ALT_CTG10_2_7	17078	18019	1	17078
ENSDARG00000067592	4	63846615	63848305	-1	63848305
ENSDARG00000112071	ALT_CTG14_2_7	138424	249367	-1	249367
ENSDARG00000112071	ALT_CTG14_2_7	138424	249367	-1	249367
ENSDARG00000089177	20	5272655	5291012	-1	5291012
ENSDARG00000042742	22	16482631	16494406	-1	16494406
ENSDARG00000116833	22	8239451	8250080	-1	8250080
ENSDARG00000059613	6	22352223	22369125	-1	22369125
ENSDARG00000112531	ALT_CTG5_1_1	6146	81996	1	6146
ENSDARG00000099693	5	37817870	37820878	-1	37820878
ENSDARG00000088039	15	44206698	44226221	1	44206698
ENSDARG00000088039	15	44206698	44226221	1	44208464
ENSDARG00000111890	ALT_CTG20_2_1	18553	21631	-1	21631
ENSDARG00000043514	20	15114957	15134513	-1	15132151
ENSDARG00000043514	20	15114957	15134513	-1	15134513
ENSDARG00000114412	ALT_CTG4_1_7	38361	93973	-1	93973
ENSDARG00000099301	1	59007536	59014053	1	59007536
ENSDARG00000114451	10	38610741	38620514	1	38610741
ENSDARG00000028469	13	7086735	7157062	1	7086735
ENSDARG00000116205	ALT_CTG23_1_30	94824	97777	1	94824
ENSDARG00000116205	ALT_CTG23_1_30	94824	97777	1	94824
ENSDARG00000116205	ALT_CTG23_1_30	94824	97777	1	94824
ENSDARG00000115960	ALT_CTG6_1_41	25475	27628	-1	27628
ENSDARG00000105234	20	36220847	36227500	-1	36227500
ENSDARG00000116920	KN147632.2	27234	28412	-1	28412
ENSDARG00000067784	16	51462620	51528483	1	51462620
ENSDARG00000114073	ALT_CTG15_1_10	211630	293298	-1	293298
ENSDARG00000101112	17	43843536	43849403	1	43843536
ENSDARG00000116057	ALT_CTG5_1_38	348674	445345	-1	445345
ENSDARG00000113959	ALT_CTG5_1_26	134500	137665	-1	137665
ENSDARG00000113125	ALT_CTG8_1_6	106707	121059	1	106707
ENSDARG00000111013	3	634682	774223	1	634682
ENSDARG00000100854	19	47800550	47832853	-1	47832853
ENSDARG00000116590	ALT_CTG12_1_8	294481	366492	-1	366492
ENSDARG00000110552	ALT_CTG18_1_34	165447	169730	-1	169730
ENSDARG00000110552	ALT_CTG18_1_34	165447	169730	-1	169730
ENSDARG00000111040	16	49249669	49253574	1	49249669
ENSDARG00000111671	ALT_CTG2_1_3	6311	10149	-1	10149
ENSDARG00000113188	2	51499900	51500957	-1	51500957
ENSDARG00000109683	3	9457762	9458445	-1	9458445
ENSDARG00000111802	ALT_CTG6_2_1	370525	378588	1	370525
ENSDARG00000113944	24	38223618	38224090	1	38223618
ENSDARG00000116143	ALT_CTG22_1_12	182150	183258	1	182291
ENSDARG00000116143	ALT_CTG22_1_12	182150	183258	1	182150
ENSDARG00000103543	12	3249054	3252263	-1	3252263
ENSDARG00000088219	10	23511816	23519898	1	23511816
ENSDARG00000102580	17	5623514	5629978	1	5623514
ENSDARG00000102580	17	5623514	5629978	1	5623514
ENSDARG00000104569	18	1768804	1791127	1	1768804
ENSDARG00000109601	13	38798045	38870801	-1	38870801
ENSDARG00000069056	2	53619268	53677508	1	53619268
ENSDARG00000110804	24	1845689	1985007	-1	1985007
ENSDARG00000084966	17	16852272	16852405	-1	16852405
ENSDARG00000111925	ALT_CTG5_1_34	348380	362597	-1	362597
ENSDARG00000113234	ALT_CTG11_1_12	300367	341199	-1	339592
ENSDARG00000113234	ALT_CTG11_1_12	300367	341199	-1	341199
ENSDARG00000101781	13	35592242	35592377	-1	35592377
ENSDARG00000080738	3	34359215	34359332	1	34359215
ENSDARG00000109088	22	20490441	20490557	-1	20490557
ENSDARG00000105967	11	7116247	7116363	-1	7116363
ENSDARG00000111590	ALT_CTG21_1_1	84634	97621	1	84634
ENSDARG00000112376	5	38425279	38454598	1	38425279
ENSDARG00000115296	16	1220446	1220562	1	1220446
ENSDARG00000111632	18	37458446	37458562	1	37458446
ENSDARG00000114156	24	29103393	29103509	1	29103393
ENSDARG00000030753	18	45666489	45676686	1	45666489
ENSDARG00000030753	18	45666489	45676686	1	45666489
ENSDARG00000111188	23	37458602	37466323	1	37458602
ENSDARG00000085713	5	32885760	32885886	1	32885760
ENSDARG00000094770	22	6740039	6741422	1	6740039
ENSDARG00000112557	ALT_CTG16_1_2	74967	79192	-1	79192
ENSDARG00000112568	2	45744863	45744979	-1	45744979
ENSDARG00000107913	8	47505885	47506001	-1	47506001
ENSDARG00000089602	3	3718608	3723494	-1	3723494
ENSDARG00000110350	12	32951782	32951896	1	32951782
ENSDARG00000074790	23	2906031	2913472	1	2906031
ENSDARG00000106802	25	15134602	15134718	1	15134602
ENSDARG00000116881	17	24588834	24631981	-1	24631981
ENSDARG00000116881	17	24588834	24631981	-1	24631981
ENSDARG00000112857	11	3953723	3953837	-1	3953837
ENSDARG00000084540	14	44517029	44517148	-1	44517148
ENSDARG00000031534	3	19468777	19477473	1	19468777
ENSDARG00000114466	7	12853103	12853217	1	12853103
ENSDARG00000083378	5	1962282	1962409	-1	1962409
ENSDARG00000100874	22	9714214	9714331	-1	9714331
ENSDARG00000116130	25	27083330	27083444	1	27083330
ENSDARG00000109810	ALT_CTG11_4_1	306648	307110	-1	307110
ENSDARG00000109479	2	23679873	23679989	1	23679873
ENSDARG00000085140	3	29552641	29552762	-1	29552762
ENSDARG00000114853	ALT_CTG13_1_7	145853	151440	1	145853
ENSDARG00000100989	20	52919856	52919986	1	52919856
ENSDARG00000116611	9	1379376	1379490	-1	1379490
ENSDARG00000113734	12	27659061	27659175	-1	27659175
ENSDARG00000112943	1	58639497	58664854	-1	58664854
ENSDARG00000112440	11	32191757	32191871	1	32191757
ENSDARG00000111514	15	34279421	34279535	-1	34279535
ENSDARG00000112182	4	61512969	61513117	1	61512969
ENSDARG00000084803	9	31993311	31993433	1	31993311
ENSDARG00000111090	9	12828005	12828120	1	12828005
ENSDARG00000105888	17	49227204	49227319	-1	49227319
ENSDARG00000107158	21	7348023	7348138	1	7348023
ENSDARG00000086853	24	30521619	30774116	1	30521619
ENSDARG00000116691	6	55744383	55744498	1	55744383
ENSDARG00000110330	18	39736389	39736503	1	39736389
ENSDARG00000069608	10	4874542	4911001	1	4874542
ENSDARG00000069608	10	4874542	4911001	1	4875262
ENSDARG00000114621	ALT_CTG5_1_7	156729	175170	-1	175170
ENSDARG00000109508	6	49628431	49634787	-1	49634787
ENSDARG00000116078	11	42625371	42625487	1	42625371
ENSDARG00000112804	20	3330476	3330691	-1	3330691
ENSDARG00000111187	4	50114234	50114340	-1	50114340
ENSDARG00000085166	22	16277498	16277625	1	16277498
ENSDARG00000107988	9	30707839	30707954	-1	30707954
ENSDARG00000110081	15	35272927	35273041	1	35272927
ENSDARG00000087060	11	12215328	12215628	1	12215328
ENSDARG00000080636	18	19452210	19452278	-1	19452278
ENSDARG00000103431	4	53958451	53958628	-1	53958628
ENSDARG00000108937	21	37915193	37933833	-1	37933833
ENSDARG00000108937	21	37915193	37933833	-1	37933833
ENSDARG00000106670	16	41882445	41882560	-1	41882560
ENSDARG00000084797	6	13765310	13765427	-1	13765427
ENSDARG00000087770	11	12475442	12475702	1	12475442
ENSDARG00000102302	KN150128.1	513	11933	1	513
ENSDARG00000102302	KN150128.1	513	11933	1	513
ENSDARG00000102302	KN150128.1	513	11933	1	513
ENSDARG00000081623	7	24072381	24072484	1	24072381
ENSDARG00000110151	12	7653863	7655322	-1	7655322
ENSDARG00000106858	12	20498983	20499080	1	20498983
ENSDARG00000105029	16	52875093	52879741	-1	52879741
ENSDARG00000081284	4	11608196	11608283	-1	11608283
ENSDARG00000099240	11	3385106	3494964	-1	3494964
ENSDARG00000106838	11	2190621	2190730	1	2190621
ENSDARG00000110681	6	20178436	20178533	-1	20178533
ENSDARG00000113089	4	28699455	28699535	1	28699455
ENSDARG00000100467	15	11679759	11683529	-1	11683529
ENSDARG00000100467	15	11679759	11683529	-1	11681653
ENSDARG00000113324	4	58661331	58682491	1	58661331
ENSDARG00000113324	4	58661331	58682491	1	58667348
ENSDARG00000113324	4	58661331	58682491	1	58667348
ENSDARG00000113324	4	58661331	58682491	1	58668661
ENSDARG00000116093	ALT_CTG18_1_47	62453	71354	1	62453
ENSDARG00000115503	25	16731802	16774774	1	16731802
ENSDARG00000092026	11	18157260	18158883	1	18157260
ENSDARG00000023916	20	52774730	52815590	1	52774730
ENSDARG00000115121	ALT_CTG9_1_19	259039	279366	1	263440
ENSDARG00000115121	ALT_CTG9_1_19	259039	279366	1	259039
ENSDARG00000114088	ALT_CTG9_1_8	96067	125445	1	96067
ENSDARG00000058716	8	12951155	12969237	1	12951155
ENSDARG00000112114	ALT_CTG14_2_8	36202	41798	-1	41798
ENSDARG00000101961	14	49994501	50028475	-1	50028475
ENSDARG00000101961	14	49994501	50028475	-1	50028428
ENSDARG00000112335	ALT_CTG3_1_20	19938	23179	1	19938
ENSDARG00000112533	ALT_CTG12_1_21	43512	45443	1	43512
ENSDARG00000098439	7	34414194	34448076	-1	34432549
ENSDARG00000098439	7	34414194	34448076	-1	34448076
ENSDARG00000098439	7	34414194	34448076	-1	34434889
ENSDARG00000115202	ALT_CTG15_1_13	13280	30154	1	13280
ENSDARG00000112485	ALT_CTG3_1_20	74266	81662	-1	81662
ENSDARG00000109366	4	59339234	59417501	-1	59417501
ENSDARG00000114639	ALT_CTG18_1_49	204995	224859	-1	224859
ENSDARG00000112052	1	28594809	28607353	-1	28607353
ENSDARG00000035763	14	20351	25513	1	20351
ENSDARG00000107283	4	65160450	65323874	-1	65323874
ENSDARG00000107283	4	65160450	65323874	-1	65323874
ENSDARG00000109782	ALT_CTG10_1_14	9940	36457	1	9940
ENSDARG00000056767	3	19621034	19649535	1	19621034
ENSDARG00000116743	3	9431501	9444749	-1	9444749
ENSDARG00000112689	ALT_CTG8_1_18	217993	271692	-1	271692
ENSDARG00000114458	ALT_CTG25_1_19	23972	144429	1	23972
ENSDARG00000114458	ALT_CTG25_1_19	23972	144429	1	23972
ENSDARG00000113389	ALT_CTG5_1_42	296662	297323	-1	297323
ENSDARG00000115208	20	49319834	49413002	-1	49390867
ENSDARG00000115208	20	49319834	49413002	-1	49413002
ENSDARG00000057940	11	18531984	18557929	-1	18557929
ENSDARG00000057940	11	18531984	18557929	-1	18557929
ENSDARG00000057940	11	18531984	18557929	-1	18557929
ENSDARG00000057940	11	18531984	18557929	-1	18557277
ENSDARG00000114927	ALT_CTG14_1_19	216627	219056	-1	219056
ENSDARG00000109805	ALT_CTG10_1_24	51301	63544	-1	63544
